ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.6382,5.7768,8.0712,-0.966,5.5826,8.0045,-0.6828,0.1891,0.3183,-0.0173,-0.0044,-0.0209,50.4612,-7.8,-39,-38.1,131.7,-34.7,6.88,2,1003.18,41.401,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,44511,2018-03-09 10:30:13:806
-1.5184,5.566,8.4209,-1.0098,5.4601,8.0832,-0.5001,0.1019,0.3258,-0.0029,0.0058,0.0153,50.8953,-7.05,-39.3,-39.3,133.89,-33.83,7.12,2,1003.18,42.346,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,45011,2018-03-09 10:30:14:306
-1.7963,5.657,8.3011,-1.0767,5.432,8.0935,-0.6636,0.2192,0.2279,-0.0103,0.0148,-0.0646,50.8489,-6.45,-38.55,-38.1,127.85,-33.8,7.19,2,1003.2,42.266,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,45511,2018-03-09 10:30:14:806
-1.5041,5.5564,8.9717,-1.0767,5.492,8.0529,-0.5921,0.2652,-0.3948,-0.0545,-0.0885,-0.0257,51.7751,-6.75,-39,-37.65,133.12,-34.55,7.77,2,1003.19,41.31,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,46012,2018-03-09 10:30:15:307
-1.8777,5.8726,8.1718,-1.1797,5.6899,7.8996,-0.6236,0.1349,0.2988,0.0115,0.025,-0.0092,51.7751,-6.9,-39.15,-38.25,130.72,-35.38,8.14,2,1003.18,56.791,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,46512,2018-03-09 10:30:15:807
-1.7436,5.8007,8.0089,-1.26,5.6866,7.8896,-0.6322,0.1906,0.0846,-0.0066,-0.0123,-0.0742,52.7013,-5.55,-40.95,-37.05,137.35,-35.44,9.07,2,1003.17,41.034,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,47011,2018-03-09 10:30:16:306
-1.7915,5.7433,8.1814,-1.312,5.6505,7.907,-0.461,0.0798,0.2512,-0.0039,-0.0288,0.0201,52.2672,-4.5,-40.2,-37.95,138.16,-35.19,9.59,2,1003.18,39.85,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,47512,2018-03-09 10:30:16:807
-1.7627,5.7193,7.9706,-1.2951,5.6299,7.9245,-0.4928,0.1031,0.0747,-0.0289,0.009,0.0143,52.2672,-5.7,-39.6,-39,132.55,-35.04,9.28,2,1003.18,39.673,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,48011,2018-03-09 10:30:17:306
-1.7053,5.408,8.6412,-1.2031,5.3599,8.1237,-0.5555,0.0291,0.4797,-0.2154,-0.016,0.0063,52.7013,-5.85,-38.1,-38.7,131.31,-34.1,8.62,2,1003.19,40.333,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,48511,2018-03-09 10:30:17:806
-1.7963,5.5229,8.3155,-1.2481,5.3525,8.1218,-0.5558,0.1467,0.2313,0.0174,-0.0027,-0.0161,53.7482,-7.65,-37.35,-39.6,126.05,-33.01,8.67,2,1003.18,42.736,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,49011,2018-03-09 10:30:18:306
-1.7627,5.4942,8.3347,-1.2543,5.3691,8.1098,-0.5038,0.1091,0.0349,0.0158,0.0117,0.0254,52.6433,-6.15,-38.25,-39,133.44,-33.17,8.71,2,1003.18,41.729,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,49511,2018-03-09 10:30:18:806
-1.8106,5.499,8.3682,-1.2553,5.3719,8.1078,-0.5203,0.1349,0.1015,-0.006,0.0053,-0.0049,52.8336,-5.55,-37.35,-39.6,129.13,-33.21,8.8,2,1003.19,40.629,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,50011,2018-03-09 10:30:19:306
-1.9304,5.5804,8.44,-1.3008,5.3781,8.0965,-0.4036,-0.0054,0.233,0.0103,0.0021,0.0461,52.2092,-5.4,-37.95,-38.1,136.84,-33.1,9.27,2,1003.19,44.412,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,50511,2018-03-09 10:30:19:806
-2.1364,5.7528,8.5311,-1.3283,5.4991,8.0103,-0.8335,0.2718,0.5221,-0.0147,0.0325,-0.0625,52.7477,-5.25,-39.45,-39.6,132.84,-34.25,9.12,2,1003.19,40.41,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,51012,2018-03-09 10:30:20:307
-1.8011,6.045,8.6556,-0.9213,5.7331,7.9028,-0.8863,0.323,0.1317,0.1829,-0.0938,0.0744,54.1359,-6.45,-40.35,-37.65,142.06,-34.53,9.23,2,1003.2,41.177,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,51512,2018-03-09 10:30:20:807
-1.1257,4.8715,8.7706,-0.6588,5.2329,8.2676,-0.2955,-0.0866,0.5363,-0.2747,-0.032,0.1047,55.6401,-10.2,-37.5,-40.95,126.84,-32.25,4.56,2,1003.2,42.41,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,52012,2018-03-09 10:30:21:307
-1.5951,5.863,8.1095,-0.8254,5.4301,8.1242,-0.9749,0.5308,0.3548,-0.1287,-0.0554,-0.1211,55.3848,-9.75,-37.8,-38.7,127.65,-33.62,5.8,2,1003.21,39.432,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,52511,2018-03-09 10:30:21:806
4.129,4.0332,7.712,2.3987,3.6331,8.7873,0.3097,-0.6185,0.2369,-1.3522,-1.7769,-0.78,49.4862,-20.85,-32.55,-43.65,109.82,-29.53,-4.65,2,1003.21,40.822,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,53013,2018-03-09 10:30:22:308
-3.856,1.916,9.7286,-4.6114,3.2494,8.0217,-1.379,-0.724,-0.4519,-0.362,-1.7785,-0.65,71.5552,15.15,-27.15,-42.15,144.05,-19.35,29.89,2,1003.21,39.336,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,53511,2018-03-09 10:30:22:806
-5.7433,3.3722,8.6125,-4.4601,3.3908,8.0486,0.4846,0.114,1.8509,-0.2518,-0.0959,0.1228,76.8757,16.35,-27.9,-42.45,149.43,-21.2,28.4,2,1003.21,40,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,54011,2018-03-09 10:30:23:306
-5.1253,4.4308,5.681,-5.2709,4.1692,7.1418,0.6854,0.6437,-0.4887,-0.0806,-0.3047,-0.0097,83.3546,19.5,-32.1,-37.05,152.43,-25.16,36.43,2,1003.21,39.145,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,54512,2018-03-09 10:30:23:807
-5.4894,4.4068,7.5874,-4.7583,4.2623,7.4405,0.6338,0.6221,0.8107,-0.1227,-0.5353,-0.1919,82.4284,15,-33.15,-37.95,147.55,-25.16,33.08,2,1003.2,39.419,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,55012,2018-03-09 10:30:24:307
-3.0034,5.772,6.6486,-4.9979,4.3059,7.2561,-0.4779,-0.1532,-1.3375,0.4408,0.5534,-0.0497,70.6754,16.05,-34.65,-35.85,153.36,-26.04,34.56,2,1003.21,39.884,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,55511,2018-03-09 10:30:24:806
-5.9349,4.129,7.7072,-5.0757,4.6024,7.0161,-0.45,0.6142,-0.0682,0.296,0.4266,0.6103,77.9876,16.05,-32.85,-35.1,144.16,-25.15,33.57,2,1003.2,40.748,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,56011,2018-03-09 10:30:25:306
-4.7661,3.9278,8.5646,-5.2956,3.8524,7.2997,-0.7603,0.0418,-0.9695,0.5372,0.3264,0.3381,101.6421,13.95,-31.05,-40.35,128.64,-22.15,35.68,2,1003.2,39.562,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,56512,2018-03-09 10:30:25:807
-3.4345,4.6607,5.3648,-1.5088,4.1836,8.7402,1.5904,0.4609,-1.8987,0.9021,-1.9937,-1.1602,70.3272,1.65,-32.7,-45,126.72,-26.37,20.9,2,1003.2,41.546,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,57012,2018-03-09 10:30:26:307
-0.0766,6.8641,9.3789,0.7531,5.9559,7.7544,-0.3974,0.9204,0.9773,-0.0311,0.3989,-0.1002,46.4523,-10.95,-41.4,-35.25,144.91,-37.4,-5.55,2,1003.2,43.189,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,57512,2018-03-09 10:30:26:807
-2.5291,5.9444,8.5215,-1.9999,5.6809,7.7394,-0.3141,0.1211,0.9614,-0.1808,0.6993,-0.4065,50.2337,-0.3,-41.25,-35.1,156.95,-36.28,8.8,2,1003.21,40.971,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,58011,2018-03-09 10:30:27:306
-0.6706,4.9816,7.8269,-0.8284,5.5737,8.0261,0.14,-0.4372,-0.1897,-0.0471,-0.4107,0.2939,49.7996,-3.3,-40.05,-38.55,135.7,-35.74,10.64,2,1003.22,40.158,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,58511,2018-03-09 10:30:27:806
-1.8058,5.6666,8.0089,-1.4827,5.5361,7.9576,-0.4306,0.1853,0.019,-0.5126,-0.9887,-0.145,51.2923,-0.15,-40.05,-37.35,149.99,-33.96,11.65,2,1003.23,46.25,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,59012,2018-03-09 10:30:28:307
0.3497,5.6091,9.8196,-0.3071,5.545,8.0826,0.6772,0.1622,1.3827,-0.6878,-0.0379,0.7174,49.4862,-11.85,-40.2,-38.25,131.24,-34.43,2.18,2,1003.23,56.973,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,59512,2018-03-09 10:30:28:807
-0.0192,5.5804,9.0963,-0.058,5.496,8.1217,-0.1383,0.0163,0.5358,0.216,0.059,-0.1146,43.1072,-11.85,-39.9,-38.25,126.07,-38.84,0.26,2,1003.2,38.047,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,60012,2018-03-09 10:30:29:307
-0.0479,4.9721,9.2927,-0.0478,4.984,8.4456,-0.0613,0.1823,0.098,-0.1962,0.1181,0.0079,42.239,-10.8,-37.05,-40.35,136.16,-35.66,-0.93,2,1003.2,40.49,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,60512,2018-03-09 10:30:29:807
0,5.1637,8.2437,-0.0183,5.0852,8.3851,0.1467,0.202,0.1346,0.011,0.0212,0.0143,45.8859,-10.95,-36.6,-41.85,139.41,-30.96,0,2,1003.19,40.113,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,61011,2018-03-09 10:30:30:306
0.024,5.1206,8.2101,0.0098,5.0761,8.3907,0.242,0.1131,-0.3068,0.3678,0.41,0.083,49.1845,-14.4,-34.8,-39,133.1,-27.68,-0.43,2,1003.19,39.127,35.77282,-78.677925,263.23,NaN,,,70.35806,,19-Apr,61512,2018-03-09 10:30:30:807
-0.3449,5.3409,8.6843,-0.5587,5.5731,8.0497,-0.2186,-0.0231,0.0479,-0.0428,0.0047,-0.113,48.4277,-10.65,-39.6,-39.3,129.41,-34.63,3.97,2,1003.2,39.431,35.7728,-78.67794,245.16,NaN,,,364.5161,,19-Apr,62011,2018-03-09 10:30:31:306
-0.1341,5.2403,8.2053,-0.176,5.1576,8.339,-0.0587,0.2604,0.7888,0.1377,0.0185,0.0447,46.3199,-10.2,-37.95,-40.5,137.52,-31.09,1.45,2,1003.21,39.541,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,62511,2018-03-09 10:30:31:806
-0.0144,5.2882,8.5742,-0.1796,5.1191,8.3626,4.00E-04,0.0958,0.3598,-0.1174,0.1379,0.0265,46.4523,-11.25,-36.6,-41.85,129.37,-31.47,1.23,2,1003.2,39.381,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,63011,2018-03-09 10:30:32:306
-1.7148,5.1924,8.4736,-0.4276,5.1361,8.3431,1.058,1.1579,2.1314,0.0882,1.4875,0.7344,45.8394,-11.7,-36.9,-39.75,132.22,-31.26,-0.02,2,1003.21,39.387,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,63513,2018-03-09 10:30:32:808
-2.5435,4.3685,8.67,-1.5873,5.0675,8.2445,-1.7078,-0.3003,0.7169,-0.1968,-0.708,0.156,51.7728,-1.5,-38.55,-38.1,142.39,-34.81,11.19,2,1003.2,39.23,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,64012,2018-03-09 10:30:33:307
-0.8478,6.0498,7.9275,-1.1035,5.9055,7.751,-0.3809,0.1158,-0.3612,-0.487,0.0574,0.0154,48.126,-4.35,-41.7,-35.7,143.94,-37.03,8.1,2,1003.2,42.041,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,64512,2018-03-09 10:30:33:807
-1.0107,5.7049,9.0484,-0.7515,5.5909,8.0217,-0.2899,0.0042,1.1723,0.3918,0.2066,0.2465,47.6919,-6.9,-40.95,-37.95,140.84,-34.99,4.43,2,1003.19,46.331,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,65012,2018-03-09 10:30:34:307
0.4263,3.0177,10.5285,-0.4117,6.2344,7.5586,0.857,-2.8649,2.9216,-0.5366,-1.5538,-0.7127,45.4053,-12,-44.25,-30.3,132.96,-43.25,0.94,2,1003.18,39.877,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,65511,2018-03-09 10:30:34:806
-1.3029,7.1755,10.7105,-0.1318,5.2683,8.2703,-0.5269,2.0927,2.6281,1.3186,-0.9498,-1.3679,49.1845,-8.55,-37.5,-40.95,130.61,-33.14,1.63,2,1003.18,39.039,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,66011,2018-03-09 10:30:35:306
-0.752,4.6415,8.4927,-0.0314,4.6584,8.6295,-1.5967,-0.331,-0.2147,-0.7571,-0.1924,-0.8086,48.126,-16.2,-35.1,-40.95,121.22,-37.33,-1.82,2,1003.19,41,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,66512,2018-03-09 10:30:35:807
0.3497,5.5373,7.9275,0.213,5.5962,8.0503,-0.2375,-0.2736,0.2693,0.4664,0.0963,-0.1103,49.1729,-13.95,-39.45,-38.25,127.97,-34.8,-1.52,2,1003.19,40.392,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,67012,2018-03-09 10:30:36:307
0.1054,5.6235,8.7275,0.0579,5.5704,8.0708,-4.00E-04,0.0377,0.6684,-0.1462,-0.2132,-0.0645,45.8859,-12.45,-38.1,-38.7,125.51,-35.13,0.21,2,1003.19,39.093,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-Apr,67511,2018-03-09 10:30:36:806
0.0383,5.2451,9.0675,0.1769,5.2882,8.2568,-0.0379,-0.106,0.2441,-0.102,-0.0534,-0.0853,46.8121,-12.9,-38.4,-39.9,130.28,-32.63,-1.23,2,1003.21,39.36,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,68012,2018-03-09 10:30:37:307
0.024,5.4032,8.3634,0.1957,5.298,8.2501,0.0937,0.0389,0.4929,-0.0141,0.0537,-0.0405,45.4053,-13.5,-37.35,-40.8,125.72,-32.27,-1.72,2,1003.22,39.216,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,68511,2018-03-09 10:30:37:806
-0.0287,5.3026,8.1143,-0.0758,5.2734,8.2678,-0.094,-0.0655,0.8369,0.0765,0.0622,0.05,45.8394,-9.6,-38.25,-39.3,136.16,-32.71,0.8,2,1003.21,39.145,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,69012,2018-03-09 10:30:38:307
-0.2635,5.269,8.0856,-0.0742,5.3154,8.2409,0.0467,0.0926,0.6015,0.0498,0.1655,0.034,46.754,-12.75,-36.15,-39.75,122.88,-32.82,0.52,2,1003.19,39.281,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,69511,2018-03-09 10:30:38:806
-0.1245,5.3744,8.3059,-0.1393,5.4071,8.1801,-0.1549,-0.0324,-0.1041,-0.0419,0.0909,0.0783,46.8121,-11.25,-38.25,-38.55,131.46,-33.46,0.98,2,1003.2,40.349,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,70012,2018-03-09 10:30:39:307
-0.503,5.0727,8.6173,-0.2472,5.1124,8.365,0.0249,-0.037,-0.2444,0.0449,-0.0151,0.0282,48.56,-9.75,-38.1,-40.35,135.03,-30.21,2.35,2,1003.19,40.634,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,70511,2018-03-09 10:30:39:806
-0.2395,5.0583,8.6604,-0.2226,4.9884,8.4402,-0.0092,-0.0044,0.0814,0.0657,0.0046,0.0192,47.6338,-9.6,-35.85,-41.4,133.29,-30.32,1.65,2,1003.2,38.84,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,71011,2018-03-09 10:30:40:306
-0.2874,4.9721,9.422,-0.1555,4.9835,8.4446,-0.201,0.0141,0.8382,-0.1335,-0.1147,-0.0597,47.9936,-9.75,-36,-42,130.13,-30.92,1.68,2,1003.22,39.321,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,71512,2018-03-09 10:30:40:807
-0.5796,4.9098,8.6125,-0.1507,4.9342,8.4736,-0.211,-0.0309,0.6958,-0.1468,-0.0593,0.0613,48.1724,-10.2,-37.2,-41.85,135.5,-30.21,1.02,2,1003.21,40.059,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,72011,2018-03-09 10:30:41:306
-0.2395,4.9864,8.3538,-0.1692,5.0564,8.4008,-0.0712,0.0212,0.3082,-0.1287,-0.1898,-0.0415,47.6803,-10.5,-36.75,-41.1,134.59,-31.04,1.15,2,1003.21,38.456,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,72511,2018-03-09 10:30:41:806
-0.2539,5.0056,8.5742,-0.1215,5.0109,8.4289,-0.0868,-0.0388,0.3503,0.0284,0.003,0.0298,47.3785,-10.05,-36.3,-40.8,134.24,-30.49,0.8,2,1003.2,39.146,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,73012,2018-03-09 10:30:42:307
-0.2347,4.8619,9.4364,-0.0031,4.9677,8.4553,-0.2559,-0.0815,0.6407,0.0071,-0.1445,-0.0027,47.6803,-11.4,-34.95,-41.55,128.3,-30.35,0.62,2,1003.2,40.115,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,73512,2018-03-09 10:30:42:807
-0.0431,5.0343,8.7035,0.0747,4.9545,8.4627,-0.1758,-0.0171,0.5466,0.1567,0.0387,0.0362,47.2462,-10.65,-36.9,-42.15,135.7,-30.04,-0.41,2,1003.2,39.096,35.7728,-78.67794,245.16,340.1829884,,,364.5161,,19-May,74012,2018-03-09 10:30:43:307
0.0383,5.2355,8.761,0.1066,5.1969,8.3157,-0.0447,0.0297,0.4274,-0.0169,0.0195,0.0208,45.3937,-11.1,-39.15,-39.6,132.06,-32.02,-0.66,2,1003.2,38.7,35.772804,-78.67793,235.48,340.1829884,,0,419.35486,,19-May,74511,2018-03-09 10:30:43:806
0.1102,5.4127,8.5119,0.1646,5.2555,8.2779,-0.0879,-0.0553,0.9691,-0.1527,-0.2202,0.0314,44.9596,-11.85,-38.1,-40.8,132.93,-32.6,-1.3,2,1003.19,39.774,35.772804,-78.67793,235.48,340.1829884,,0,419.35486,,19-May,75012,2018-03-09 10:30:44:307
0.1629,5.4175,8.9861,0.1175,5.3333,8.2287,0.0123,0.018,0.8275,-0.0185,-0.0551,-0.0181,44.9596,-12.75,-37.5,-39.75,126.5,-32.95,-0.82,2,1003.19,39.633,35.772804,-78.67793,235.48,340.1829884,,0,419.35486,,19-May,75512,2018-03-09 10:30:44:807
-0.206,4.9721,9.4028,0.0012,5.1602,8.3392,-0.0852,0.006,0.6119,-0.0904,0.1409,0.0789,46.3199,-10.95,-37.2,-39,133.21,-32.35,0.11,2,1003.2,40.973,35.77282,-78.67794,248.39,340.1829884,,0,435.4839,,19-May,76012,2018-03-09 10:30:45:307
-0.0287,5.3696,8.6604,0.118,5.324,8.2348,-0.1254,0.0219,0.5457,0.0353,-0.0572,-0.0016,44.9596,-11.85,-38.4,-40.8,129.9,-32.78,-0.58,2,1003.2,40.303,35.77282,-78.67794,248.39,340.1829884,,0,435.4839,,19-May,76511,2018-03-09 10:30:45:806
0.1724,5.4271,7.8173,0.1827,5.3805,8.1968,-0.0592,0.0234,-0.2044,0.1232,-0.0444,0.0277,43.5413,-11.7,-37.95,-39,132.27,-33.44,-1.36,2,1003.2,39.144,35.772823,-78.67794,251.61,340.1829884,,0,425.80646,,19-May,77012,2018-03-09 10:30:46:307
0.1581,5.4367,7.894,0.2126,5.437,8.1587,-0.0724,-0.0203,-0.2971,0.0715,0.0062,0.0176,43.5413,-11.25,-38.25,-39.3,134.63,-33.67,-1.49,2,1003.19,38.977,35.772823,-78.67794,251.61,340.1829884,,0,425.80646,,19-May,77512,2018-03-09 10:30:46:807
0.7329,6.0498,6.4857,0.5074,5.9749,7.7597,0.1691,0.0042,-1.2411,0.4103,0.1953,-0.0101,40.2543,-15.15,-40.35,-37.65,128.45,-35.32,-3.18,2,1003.17,40.666,35.772823,-78.67794,251.61,340.1829884,,0,425.80646,,19-May,78012,2018-03-09 10:30:47:307
0.0096,5.5229,9.3118,0.2003,5.4035,8.1812,0.1302,-0.0059,1.4581,0.1637,0.1404,0.0602,44.0334,-12.45,-37.05,-40.35,127.63,-33.51,-1.13,2,1003.16,40.097,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,78511,2018-03-09 10:30:47:806
0.1677,5.3744,8.5311,0.1558,5.3794,8.198,-0.1415,0.0596,0.2384,-0.0355,0.0493,0.0155,44.0334,-13.2,-37.35,-39.15,127.17,-33.54,-1.42,2,1003.16,40.824,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,79011,2018-03-09 10:30:48:306
-0.1964,5.1158,9.695,0.135,4.9898,8.4412,-0.2316,0.0999,1.3409,0.3975,-0.1919,0.0192,46.4523,-13.35,-35.1,-40.95,126.6,-30.58,-0.92,2,1003.16,41.375,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,79511,2018-03-09 10:30:48:806
0.2778,5.4271,8.7131,0.2832,5.2976,8.2478,-0.0629,0.1525,0.422,-0.0499,-0.0311,-0.0021,43.5994,-12.75,-37.95,-38.1,133.39,-32.82,-1.86,2,1003.18,41.22,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,80012,2018-03-09 10:30:49:307
0.0671,5.6762,7.9084,-0.0821,5.6581,8.0094,0.1193,0.0302,-0.0612,-0.1836,0.1543,0.0953,42.6731,-11.85,-39.9,-37.5,132.63,-35.24,0.59,2,1003.17,40.189,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,80512,2018-03-09 10:30:49:807
-0.2635,5.2355,8.8664,-0.0071,5.1671,8.3349,-0.149,0.152,0.6149,-0.0419,-0.1403,-0.0602,46.3199,-11.85,-38.4,-39.9,133.01,-31.76,0.11,2,1003.17,40.57,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,81011,2018-03-09 10:30:50:306
-0.0287,5.1876,8.2963,0.0252,5.1348,8.3549,-0.0655,0.0553,-0.0973,-0.078,0.2166,0.0191,45.4518,-12.45,-36.75,-41.1,131.03,-31.53,-0.67,2,1003.17,39.48,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,81511,2018-03-09 10:30:50:806
2.1699,3.056,15.8263,3.1538,1.7456,9.1201,-0.0188,1.023,6.1959,-1.2413,-1.2678,-0.1939,48.7388,-26.4,-19.95,-49.8,81.81,-24.58,-3.73,2,1003.18,39.396,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,82011,2018-03-09 10:30:51:306
2.8261,3.444,8.646,2.7383,3.3269,8.8093,-0.131,0.0482,0.1757,0.216,-0.1301,-0.1295,46.9444,-29.55,-27.9,-44.1,120.18,-19.83,-17.27,2,1003.18,39.686,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,82511,2018-03-09 10:30:51:806
2.1507,3.7171,9.4699,1.6241,3.9934,8.8083,0.3839,-0.0986,0.0747,0.6224,1.112,-0.6429,46.5103,-22.8,-30.3,-44.7,129.03,-22.37,-14.41,2,1003.18,39.519,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,83012,2018-03-09 10:30:52:307
1.3029,6.1073,7.985,1.0237,6.4433,7.3216,0.2418,0.0617,-2.1772,0.8584,-0.9924,-0.1135,45.9323,-15.15,-40.35,-36.9,132.52,-33.69,-2.18,2,1003.17,40.017,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,83511,2018-03-09 10:30:52:806
0.0431,5.4127,8.9717,0.2671,5.5784,8.061,0.1908,0.0968,0.4875,-0.2868,0.1186,0.0042,43.6458,-16.65,-38.85,-38.25,118.12,-36.61,-2.34,2,1003.17,40.91,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,84011,2018-03-09 10:30:53:306
0.6562,5.0822,8.0233,0.0925,5.3229,8.2358,-0.1679,0.2435,0.4507,0.216,0.2017,0.05,44.0334,-12.15,-36.3,-40.35,130.38,-33.39,-0.6,2,1003.15,40.58,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,84511,2018-03-09 10:30:53:806
0.273,5.2355,8.5263,0.0644,5.3068,8.2464,-0.0334,0.1259,0.4339,-0.0493,-0.0044,0.0431,44.4675,-14.25,-37.05,-38.25,128.6,-33.36,-0.2,2,1003.17,38.545,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,85012,2018-03-09 10:30:54:307
0.2826,5.3217,8.1,0.1064,5.2378,8.29,-0.0151,0.112,0.5149,0.0093,-0.0087,-0.0251,44.9596,-13.8,-38.25,-39.3,129.16,-32.48,-0.68,2,1003.16,39.402,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,85512,2018-03-09 10:30:54:807
0.0814,5.7001,7.3096,0.4186,5.514,8.0988,0.0477,0.4621,2.1326,0.0333,0.0696,0.017,41.3012,-14.4,-37.95,-38.1,122.47,-36.65,-3.76,2,1003.17,40.694,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,86012,2018-03-09 10:30:55:307
0.2491,5.202,8.7945,0.1404,5.3234,8.2348,0.1136,0.0585,0.2502,0.0317,0.0989,-0.0118,45.0061,-13.5,-37.8,-38.7,129.2,-32.73,-1.27,2,1003.16,40.574,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,86512,2018-03-09 10:30:55:807
